Year	District ID	Name of district	Title of respondent	Type of school	 Number of Male teachers	Number of female teachers	 Number of teacher's who provide special needs education	Total Number of Teachers	Number of Absent Teachers	Present Teachers
2013	307	LIRA	DEPUTY HEADTEACHER	Mixed day	8.0	4.0		12.0		
2013	307	LIRA	deputy headteacher	Mixed day	8.0	2.0	1.0	10.0		
2013	307	LIRA	d/teacher	Mixed day	9.0	3.0	0.0	12.0		
2013	307	LIRA	HEADTEACHER	Mixed day	9.0	3.0		12.0		
2013	307	LIRA	DEPUTY HEADTEACHER	Mixed day	16.0	6.0	0.0	22.0		
2013	307	LIRA	HEADTEACHER	Mixed day	12.0	9.0	3.0	21.0		
2013	307	LIRA	HEADTEACHER	Mixed day	6.0	6.0		12.0		
2013	307	LIRA	DEPUTY HEADTEACHER	Mixed day	8.0	2.0	2.0	10.0		
2013	307	LIRA	DEPUTY HEADTEACHER	Mixed day	11.0	5.0	1.0	16.0		
2013	307	LIRA	HEADTEACHER	Mixed day	9.0	2.0	2.0	11.0		
2013	307	LIRA	HESSD TEACHER	Mixed day	9.0	4.0	1.0	13.0		
2013	307	LIRA	TEACHER LEFT IN CHARGE	Mixed day	8.0	2.0	0.0	10.0		
2013	307	LIRA	HEADTEACHER	Mixed day	8.0	2.0	1.0	10.0		
2013	308	MOROTO	DEPUTY HEADTEACHER	Mixed day	4.0	1.0		5.0		
2013	308	MOROTO		Mixed day	6.0	2.0	0.0	8.0		
2013	308	MOROTO	HEAD TEACHER	Boys day and boarding	3.0	3.0	1.0	6.0		
2013	308	MOROTO	HEADTEACHER	Mixed boarding	5.0	5.0	0.0	10.0		
2013	308	MOROTO	HEADTEACHER	Boys day	13.0	12.0	4.0	25.0		
2013	308	MOROTO	HEADTEACHER	Mixed boarding	10.0	2.0	0.0	12.0		
2013	308	MOROTO	HEADTEACHER	Mixed day	14.0	8.0		22.0		
2013	308	MOROTO								
2013	308	MOROTO	DEPUTY	Mixed day	13.0	7.0	1.0	20.0		
2013	308	MOROTO	0DEPUTY HEADTEACHER/08/DEPUTY HEADTEACHER0HEADTEACHERTEACHER LEFT IN CHARGE	Mixed boarding	5.0	7.0	3.0	12.0		
2013	308	MOROTO	HEADTEACHER		6.0	8.0	1.0	14.0		
2013	308	MOROTO	HEADTEACHER		5.0	3.0	0.0	8.0		
2013	308	MOROTO	dh/teacher	Mixed boarding	10.0	5.0	0.0	15.0		
2013	308	MOROTO	HEADTEACHER	Mixed day	2.0	0.0	0.0	2.0		
2013	308	MOROTO	DEPUTY HEADTEACHER	Mixed day	5.0	1.0	0.0	6.0		
2013	308	MOROTO								
2013	308	MOROTO	h/teacher	Mixed boarding	10.0	2.0	0.0	12.0		
2013	308	MOROTO	DEPUTY HEAD TEACHER	Boys day and boarding	14.0	8.0		22.0		
2013	308	MOROTO	HEDTEACHER	Mixed day	19.0	11.0		30.0		
2013	308	MOROTO	dh/teacher	Mixed day	13.0	7.0	1.0	20.0		
2013	308	MOROTO	HEADTEACHER	Mixed day	3.0	0.0	0.0	3.0		
2013	308	MOROTO	HEADTEACHER		5.0	3.0	0.0	8.0		
2013	308	MOROTO	DEP UTY	Mixed day	6.0	0.0	1.0	6.0		
2013	308	MOROTO	HEADTEACHER	Mixed day	8.0	2.0		10.0		
2013	308	MOROTO	DEPUTY HEADTEACHER	Mixed boarding	6.0	4.0	0.0	10.0		
2013	308	MOROTO	HEADTEACHER	Mixed boarding	2.0	4.0	0.0	6.0		
2013	308	MOROTO	HEADTEACHER	Mixed day	7.0	0.0	0.0	7.0		
2013	308	MOROTO	HEADTEACHER		10.0	2.0		12.0		
2013	308	MOROTO	DEPUTY		14.0	8.0		22.0		
2013	308	MOROTO	HEADTEACHER	Mixed day	1.0	4.0	0.0	5.0		
2013	309	MOYO	HEADTEACHER	Mixed day	8.0	1.0		9.0		
2013	309	MOYO	HEADTEACHER	Mixed day	7.0	5.0		12.0		
2013	309	MOYO	HEADTEACHER	Mixed day	11.0	2.0		13.0		
2013	309	MOYO	DEPUTY HEADTEACHER	Mixed day	7.0	2.0		9.0		
2013	309	MOYO	DEPUTY HEADTEACHER	Mixed day	6.0	4.0	1.0	10.0		
2013	309	MOYO	DEPUTY HEADTEACHER	Mixed day	10.0	4.0		14.0		
2013	309	MOYO	HEADTEACHER	Mixed day	9.0	2.0		11.0		
2013	309	MOYO	H/TEACHER	Girls day	9.0	4.0	1.0	13.0		
2013	309	MOYO	TEACHER IN CHARGE	Mixed day	7.0	6.0	0.0	13.0		
2013	309	MOYO	H/TEACHER	Mixed day	6.0	7.0	1.0	13.0		
2013	309	MOYO	DEPUTY	Mixed day	10.0	2.0	8.0	12.0		
2013	309	MOYO	TEACHER  LEFT IN CHARGE	Mixed day	10.0	4.0	0.0	14.0		
2013	309	MOYO	HEADTEACHER	Mixed day	9.0	2.0	1.0	11.0		
2013	309	MOYO	HEADTEACHER	Mixed day	4.0	1.0	1.0	5.0		
2013	309	MOYO	DEPUTY HEADTEACHER	Mixed day	9.0	3.0		12.0		
2013	309	MOYO	HEADTEACHER	Mixed day	8.0	2.0	1.0	10.0		
2013	309	MOYO	HEADTEACHER	Mixed day	10.0	4.0	1.0	14.0		
2013	309	MOYO	H/TEACHER	Mixed day	6.0	4.0		10.0		
2013	309	MOYO	DEPUTY   HEAD TEACHER	Mixed day	2.0	9.0	3.0	11.0		
2013	309	MOYO	HEADTEACHER	Mixed day	7.0	12.0	0.0	19.0		
2013	309	MOYO	TEACHER LEFT IN CHARGE	Mixed day	9.0	3.0	1.0	12.0		
2013	309	MOYO	DEPUTY HEADTEACHER	Mixed day	5.0	5.0	1.0	10.0		
2013	309	MOYO	DEPUTY  HEAD	Mixed day	6.0	3.0		9.0		
2013	309	MOYO	DEPUTY  HEAD	Mixed day	7.0	2.0	0.0	9.0		
2013	309	MOYO	HEADTEACHER	Mixed day	8.0	1.0	2.0	9.0		
2013	309	MOYO	TEACHER LEFT IN CHARGE	Mixed day	14.0	4.0	0.0	18.0		
2013	309	MOYO	H/TEACHER	Mixed day	10.0	4.0	1.0	14.0		
2013	309	MOYO	HEADTEACHER	Mixed day	8.0	3.0		11.0		
2013	309	MOYO	HEADTEACHER	Mixed day	11.0	10.0	0.0	21.0		
2013	311	NAKAPIRIPIRIT	DEPUTY HEADTEACHER	Boys day and boarding	9.0	1.0		10.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Mixed boarding	11.0	5.0	2.0	16.0		
2013	311	NAKAPIRIPIRIT	DEPUTY HEADTEACHER	Mixed boarding	11.0	6.0		17.0		
2013	311	NAKAPIRIPIRIT	DEPUTY	Mixed boarding	12.0	4.0	0.0	16.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Mixed boarding	8.0	6.0	0.0	14.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Mixed day	8.0	3.0		11.0		
2013	311	NAKAPIRIPIRIT	DEPUTY HEADTEACHER	Mixed boarding	6.0	2.0		8.0		
2013	311	NAKAPIRIPIRIT	headteacher	Mixed boarding	5.0	1.0		6.0		
2013	311	NAKAPIRIPIRIT	DEP H/T	Mixed day	1.0	2.0		3.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Mixed boarding	7.0	4.0	0.0	11.0		
2013	311	NAKAPIRIPIRIT	H/T	Mixed day	7.0	5.0		12.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Mixed day	10.0	5.0	5.0	15.0		
2013	311	NAKAPIRIPIRIT	DEPUTY HEADTEACHER	Mixed day	12.0	9.0	1.0	21.0		
2013	311	NAKAPIRIPIRIT	DEPUTY	Mixed day	5.0	3.0	0.0	8.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Mixed day	10.0	2.0	2.0	12.0		
2013	311	NAKAPIRIPIRIT	TEACHER LEFT IN CHARGE	Mixed day	8.0	2.0		10.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Boys day and boarding	7.0	3.0	1.0	10.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Mixed boarding	4.0	4.0	4.0	8.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Boys day and boarding	5.0	1.0		6.0		
2013	311	NAKAPIRIPIRIT	D/HEADTEACHER	Mixed day	4.0	1.0		5.0		
2013	311	NAKAPIRIPIRIT	TEACHER LEFT IN CHARGE		7.0	6.0	2.0	13.0		
2013	311	NAKAPIRIPIRIT	DEPUTY HEADTEACHER	Mixed boarding	11.0	5.0		16.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Boys day and boarding	12.0	4.0		15.0		
2013	311	NAKAPIRIPIRIT	DEP H/T	Boys day and boarding	9.0	1.0		10.0		
2013	311	NAKAPIRIPIRIT	DEPUTY HEADTEACHER	Mixed boarding	9.0	5.0	2.0	14.0		
2013	311	NAKAPIRIPIRIT	DEP H/T	Boys day and boarding	12.0	9.0	1.0	21.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Mixed day	10.0	2.0	2.0	12.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Mixed day	8.0	1.0		9.0		
2013	311	NAKAPIRIPIRIT	HEADTEACHER	Boys day and boarding	5.0	2.0		7.0		
2013	311	NAKAPIRIPIRIT	H/T	Boys day and boarding	7.0	4.0		11.0		
2013	310	NEBBI	DEPUTY HEADTEACHER	Mixed day	9.0	2.0	1.0	11.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	9.0	1.0		10.0		
2013	310	NEBBI	DEPUTY HEADTEACHER	Mixed day	13.0	12.0				
2013	310	NEBBI	HEADTEACHER	Mixed day	7.0	3.0	1.0	10.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	8.0	1.0	0.0	9.0		
2013	310	NEBBI	HEAD TEACHER	Mixed day	1.0	1.0		11.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	11.0	3.0		14.0		
2013	310	NEBBI	dep teacher	Mixed day	7.0	2.0	1.0	9.0		
2013	310	NEBBI	DEPUTY HEADTEACHER	Mixed day	7.0	7.0	1.0	14.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	17.0	6.0		23.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	9.0	2.0		11.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	10.0	3.0	0.0	13.0		
2013	310	NEBBI	DEPUTY TEACHER	Mixed day	16.0	2.0	0.0	18.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	4.0	2.0		6.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	13.0	4.0		17.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	10.0	15.0		15.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	10.0	2.0	0.0	12.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	11.0	4.0	1.0	15.0		
2013	310	NEBBI	DEPUTY HEADTEACHER	Mixed day	9.0	5.0		14.0		
2013	310	NEBBI	DEPUTY HEADTEACHER	Mixed day	5.0	4.0	0.0	9.0		
2013	310	NEBBI	HEAD TEACHER	Mixed day	10.0	3.0		13.0		
2013	310	NEBBI	DEPUTY HEADTEACHER	Mixed day	15.0	3.0	2.0	18.0		
2013	310	NEBBI	TEACHER  LEFT  IN CHARGE	Mixed day	11.0	1.0	0.0	12.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	10.0	3.0		13.0		
2013	310	NEBBI	DEPUTY HEADTEACHER	Mixed day	7.0	3.0	0.0	10.0		
2013	310	NEBBI	DEPUTY HEADTEACHER	Mixed day	5.0	6.0		11.0		
2013	310	NEBBI	headteacher	Mixed day	8.0	2.0	0.0	10.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	9.0	3.0		12.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	12.0	4.0	2.0	16.0		
2013	310	NEBBI	HEADTEACHER	Mixed day	8.0	1.0	0.0	9.0		
2013	320	NYADRI	DEPUTY HEADTEACHER	Mixed day	12.0	3.0		15.0		
2013	320	NYADRI								
2013	320	NYADRI	DEPUTY HEADTEACHER	Mixed day	18.0	8.0		26.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	10.0	10.0	0.0	20.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	14.0	4.0	2.0	18.0		
2013	320	NYADRI	DEPUTY HEADTEACHER	Mixed day				9.0		
2013	320	NYADRI	DEP H/T	Mixed day	17.0	1.0		18.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	12.0	9.0		21.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	14.0	4.0		18.0		
2013	320	NYADRI	HEAD TEACHER	Mixed day	14.0	2.0		16.0		
2013	320	NYADRI	DEPUTY HEAD TEACER	Mixed day	12.0	3.0		15.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	17.0	3.0	1.0	20.0		
2013	320	NYADRI	h/teacher	Mixed day	10.0	10.0		220.0		
2013	320	NYADRI	HEAD TEACHER	Mixed day	13.0	7.0				
2013	320	NYADRI	DEPUTY HEADTEACHER	Mixed day	18.0	3.0	4.0	21.0		
2013	320	NYADRI	DEPUTY HEADTEACHER	Mixed day	8.0	2.0	0.0	10.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	11.0	6.0		17.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	13.0	2.0	1.0	15.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	14.0	2.0		16.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	16.0	8.0		24.0		
2013	320	NYADRI	h/teacher	Mixed day	20.0	9.0		29.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	10.0	6.0	2.0	16.0		
2013	320	NYADRI	TEACHER LEFT IN-CHARGE	Mixed day	6.0	2.0		8.0		
2013	320	NYADRI		Mixed day	15.0	6.0	1.0	21.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	13.0	6.0	1.0	19.0		
2013	320	NYADRI	DEPUTY HEADTEACHER	Mixed day	15.0	8.0		23.0		
2013	320	NYADRI	HEADTEACHER	Mixed day	19.0	6.0		25.0		
2013	321	OYAM	HEADTEACHER	Mixed day	9.0	2.0		11.0		
2013	321	OYAM	HEADTEACHER	Mixed day	14.0	4.0		18.0		
2013	321	OYAM	DEPUTY HEADTEACHER	Mixed day	13.0	5.0		18.0		
2013	321	OYAM	headteacher	Mixed day	10.0	4.0		14.0		
2013	321	OYAM	HEADTEACHER	Mixed day	12.0	4.0	2.0	16.0		
2013	321	OYAM	HEAD TEACHER	Mixed day	13.0	8.0		21.0		
2013	321	OYAM	HEADTEACHER	Mixed day	12.0	3.0	1.0	15.0		
2013	321	OYAM	DEPUTY HEADTEACHER	Mixed day	7.0	3.0	0.0	10.0		
2013	321	OYAM	HEADTEACHER	Mixed day	16.0	1.0		17.0		
2013	321	OYAM	DEPUTY HEADTEACHER	Mixed day	6.0	8.0		14.0		
2013	321	OYAM	DEPUTY  HEADTEACHER	Mixed day	12.0	3.0	0.0	15.0		
2013	321	OYAM	d/teacher	Mixed day	13.0	4.0	0.0	17.0		
2013	321	OYAM	HEADTEACHER	Mixed day	10.0	2.0	0.0	12.0		
2013	321	OYAM	HEADTEACHER	Mixed day	14.0	2.0		16.0		
2013	321	OYAM	DEPUTY HEADTEACHER	Mixed day	10.0	4.0	0.0	14.0		
2013	321	OYAM	HEADTEACHER	Mixed day	12.0	1.0		13.0		
2013	321	OYAM	HEADTEACHER	Mixed day	12.0	1.0		13.0		
2013	321	OYAM	HEADTEACHER	Mixed day	10.0	2.0		12.0		
2013	321	OYAM	HEADTEACHER	Mixed day	9.0	3.0		12.0		
2013	321	OYAM	HEADTEACHER	Mixed day	10.0	5.0	5.0	15.0		
2013	321	OYAM	DEPUTY HEADTEACHER	Mixed day	15.0	4.0	3.0	19.0		
2013	321	OYAM	HEADTEACHER	Mixed day	13.0	7.0	0.0	20.0		
2013	321	OYAM	HEADTEACHER	Mixed day	10.0	2.0		12.0		
2013	321	OYAM	HEADTEACHER	Mixed day	13.0	25.0	1.0	15.0		
2013	321	OYAM	TEACHER LEFT IN CHARGE	Mixed day	9.0	2.0		11.0		
2013	321	OYAM	h/teacher	Mixed day	12.0	4.0	1.0	16.0		
2013	321	OYAM	HEADTEACHER	Mixed day	12.0	3.0	4.0	15.0		
2013	321	OYAM	DEPUTY HEADTEACHER	Mixed day	17.0	1.0		18.0		
2013	312	PADER	TEACHER IN CHARGE	Mixed day	10.0	1.0	0.0	11.0		
2013	312	PADER	HEADTEACHER	Mixed day	7.0	3.0	1.0	10.0		
2013	312	PADER	HEADTEACHER	Mixed day	7.0	1.0		8.0		
2013	312	PADER	DEPUTY HEADTEACHER	Mixed day	5.0	3.0		8.0		
2013	312	PADER	DEPUTY HEADTEACHER	Mixed day	9.0	1.0		10.0		
2013	312	PADER	HEADTEACHER	Mixed day	6.0	1.0	0.0	7.0		
2013	312	PADER	HEADTEACHER	Mixed day	10.0	2.0		12.0		
2013	312	PADER	deputy headteacher	Mixed day	7.0	2.0		9.0		
2013	312	PADER	DEPUTY HEADTEACHER	Mixed day	4.0	1.0		5.0		
2013	312	PADER	TEACHER IN CHARGE	Mixed day	10.0	2.0	0.0	12.0		
2013	312	PADER	HEADTEACHER	Mixed day	13.0	3.0		16.0		
2013	312	PADER	DEPUTY HEADTEACHER	Mixed day	9.0	1.0	1.0	10.0		
2013	312	PADER	HEADTEACHER	Mixed day	6.0			6.0		
2013	312	PADER	DEPUTY HEADTEACHER	Mixed day	9.0	1.0		10.0		
2013	312	PADER	HEADTEACHER	Mixed day	9.0	1.0		10.0		
2013	312	PADER	HEADTEACHER	Mixed day	5.0	3.0		8.0		
2013	312	PADER	TEACHER LEFT IN CHARGE		5.0	3.0	1.0	8.0		
2013	312	PADER	TEACHER LEFT IN CHARGE	Mixed day	12.0	7.0	13.0	19.0		
2013	312	PADER	TEACHER LEFT IN CHARGE	Mixed day	5.0	2.0		7.0		
2013	312	PADER	DEPUTY HEADTEACHER	Mixed day	7.0	3.0		10.0		
2013	312	PADER	HEADTEACHER	Mixed day	13.0	2.0	1.0	15.0		
2013	312	PADER	TEACHER IN CHARGE	Mixed day	6.0	4.0		10.0		
2013	312	PADER	HEADTEACHER	Mixed day	9.0	3.0	0.0	12.0		
2013	312	PADER	DEPUTY	Mixed day	8.0	2.0	1.0	10.0		
2013	312	PADER	HEADTEACHER	Mixed day	8.0			8.0		
2013	312	PADER	HEAD TEACHER	Mixed day	13.0	3.0		16.0		
2013	312	PADER	DEPUTY HEADTEACHER	Mixed day	19.0	6.0	2.0	25.0		
2013	312	PADER	DEPUTY	Mixed day	7.0	1.0	0.0	8.0		
2013	312	PADER	HEADTEACHER	Mixed day	5.0	1.0	1.0	6.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	12.0	4.0		16.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	12.0	1.0		13.0		
2013	313	YUMBE	DEPUTY HEADTEACHER	Mixed day	16.0	3.0		19.0		
2013	313	YUMBE	DEPUTY HEADTEACHER	Mixed day	14.0	5.0	1.0	19.0		
2013	313	YUMBE	TEACHER LEFT IN CHARGE	Mixed day	6.0	3.0	0.0	9.0		
2013	313	YUMBE	DEPUTY HEADTEACHER	Mixed day	5.0	3.0		8.0		
2013	313	YUMBE	TEACHER IN CHAARGE	Mixed day	12.0	2.0		14.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	7.0	1.0		8.0		
2013	313	YUMBE	DEPUTY HEAD TEACHER	Mixed day	14.0	1.0		15.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	11.0	8.0	0.0	19.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	14.0	9.0	2.0	23.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	9.0	1.0	1.0	10.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	8.0	2.0		10.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	21.0	3.0		24.0		
2013	313	YUMBE	DEPUTY HEADTEACHER	Mixed day	10.0	2.0		12.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	14.0	3.0		17.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	10.0	6.0		16.0		
2013	313	YUMBE	DEPUTY	Mixed day	17.0	1.0	0.0	18.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	9.0	1.0		10.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	10.0	2.0		12.0		
2013	313	YUMBE	DEPUTY HEADTEACHER	Mixed day	12.0	4.0		16.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	8.0	2.0		10.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	14.0	2.0		16.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	14.0	5.0		19.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	13.0	1.0		14.0		
2013	313	YUMBE	HEADTEACHER	Mixed day	7.0	2.0		9.0		
2013	313	YUMBE	DEPUTY HEADTEACHER	Mixed day	9.0	4.0		13.0		
2013	313	YUMBE	TEACHER LEFT IN CHARGE	Mixed day	14.0	5.0		19.0		
2013	313	YUMBE	DEPUTY HEADTEACHER	Mixed day	13.0	4.0	0.0	17.0		
2013	313	YUMBE	DEPUTY HEADTEACHER	Mixed day	7.0	2.0	1.0	9.0		
2013	416	BULIISA	DEPUTY HEADTEACHER	Mixed day	8.0	6.0		14.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	5.0	5.0		10.0		
2013	416	BULIISA	DEPUTY HEADTEACHER	Mixed day	4.0	2.0	1.0	6.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	8.0	5.0	2.0	13.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	3.0	6.0		9.0		
2013	416	BULIISA	DEPUTY HEADTEACHER	Mixed day	16.0	3.0	2.0	19.0		
2013	416	BULIISA	TEACHER LEFT IN CHARGE	Mixed day	14.0	5.0	1.0	19.0		
2013	416	BULIISA	TEACHER	Mixed day	6.0	2.0	0.0	8.0		
2013	416	BULIISA	DEPUTY HEADTEACHER	Mixed day	9.0	1.0		10.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	3.0	7.0	2.0	10.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	8.0	6.0	2.0	14.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	10.0	3.0		13.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	10.0	3.0		13.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	8.0	6.0		14.0		
2013	416	BULIISA	DEPUTY HEADTEACHER	Mixed day	11.0	5.0	1.0	16.0		
2013	416	BULIISA	DEP H/T	Mixed day	9.0	4.0		13.0		
2013	416	BULIISA	h/teacher	Mixed day	12.0	4.0		16.0		
2013	416	BULIISA	TEACHER	Mixed day	6.0	0.0	0.0	6.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	3.0	3.0		6.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	8.0	2.0		10.0		
2013	416	BULIISA	DEP H/T	Mixed day	8.0	6.0	1.0	14.0		
2013	416	BULIISA	DEPUTY  HEAD	Mixed day	9.0	8.0	2.0	17.0		
2013	416	BULIISA	DEPUTY HEADTEACHER	Mixed day	11.0	3.0	1.0	14.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	8.0	5.0	2.0	13.0		
2013	416	BULIISA	DEPUTY HEADTEACHER	Mixed day	8.0	6.0	1.0	14.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	9.0	2.0	1.0	11.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	6.0	1.0	1.0	7.0		
2013	416	BULIISA	TEACHER LEFT IN CHARGE	Mixed day	5.0	2.0		7.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	7.0	2.0	2.0	9.0		
2013	416	BULIISA	HEADTEACHER	Mixed day	7.0	2.0	2.0	9.0		
2013	401	BUNDIBUGYO	TEACHER LEFT INCHARGE	Mixed day	4.0	4.0	0.0	8.0		
2013	401	BUNDIBUGYO	HEADTEACHER	Mixed day	8.0	4.0		12.0		
2013	401	BUNDIBUGYO	HEAD TEACHER	Mixed day	9.0	2.0		11.0		
2013	401	BUNDIBUGYO	TEACHER IN CHARGE	Mixed day	5.0	1.0		6.0		
2013	401	BUNDIBUGYO	DEPUTY HEADTEACHER	Mixed day	10.0	2.0		12.0		
2013	401	BUNDIBUGYO	DEPUTY HEADTEACHER	Mixed day	5.0	0.0	0.0	5.0		
2013	401	BUNDIBUGYO	HEADTEACHER	Mixed day	8.0	3.0	0.0	11.0		
2013	401	BUNDIBUGYO	DEPUTY HEADTEACHER	Mixed day	13.0	5.0		18.0		
2013	401	BUNDIBUGYO	HEADTEACHER	Mixed day	8.0	3.0		11.0		
2013	401	BUNDIBUGYO	TEACHER LEFT IN CHARGE	Mixed day	6.0	3.0		9.0		
2013	401	BUNDIBUGYO	HEADTEACHER	Mixed day	8.0	2.0	0.0	10.0		
2013	401	BUNDIBUGYO	HEADTEACHER	Mixed day	8.0	6.0		14.0		
2013	401	BUNDIBUGYO	DEPUTY HEADTEACHER	Mixed day	6.0	8.0		14.0		
2013	401	BUNDIBUGYO	HEADTEACHER	Mixed day	10.0	0.0	0.0	10.0		
2013	401	BUNDIBUGYO	D/HEADTEACHER	Mixed day	8.0	7.0		15.0		
2013	401	BUNDIBUGYO	HEADTEACHER	Mixed day	11.0	3.0	1.0	14.0		
2013	401	BUNDIBUGYO	HEADTEACHER	Mixed day	4.0	2.0		6.0		
2013	401	BUNDIBUGYO	DEPUTY HEAD TEACHER	Mixed day	12.0	1.0	0.0	13.0		
2013	401	BUNDIBUGYO	H/T	Mixed day	9.0	2.0	2.0	11.0		
2013	401	BUNDIBUGYO	DEPUTY HEADTEACHER	Mixed day	8.0	2.0		10.0		
2013	401	BUNDIBUGYO	HEADTEACHER	Mixed day	7.0	0.0		7.0		
2013	401	BUNDIBUGYO	DEPUTY HEADTEACHER	Mixed day	12.0	1.0		13.0		
2013	401	BUNDIBUGYO	DEPUTY HEADTEACHER	Mixed day	10.0	2.0		12.0		
2013	401	BUNDIBUGYO	HEADTECHER	Mixed day	4.0	5.0		9.0		
2013	401	BUNDIBUGYO	DEPUTY HEADTEACHER	Mixed day	7.0	7.0	0.0	14.0		
2013	401	BUNDIBUGYO	DEPUTY HEADTEACHER	Mixed day	11.0	4.0	1.0	15.0		
2013	401	BUNDIBUGYO	TEACHER LEFT IN CHARGE	Mixed day	5.0	2.0		7.0		
2013	401	BUNDIBUGYO	D/HEADTESCHER	Mixed day	9.0	6.0	1.0	15.0		
2013	402	BUSHENYI	HEADTEACHER	Mixed day	9.0	3.0		12.0		
2013	402	BUSHENYI	DEPUTY HEADTEACHER	Mixed day	3.0	3.0		6.0		
2013	402	BUSHENYI	DEPUTY HEADTEACHER	Mixed day	5.0	5.0		10.0		
2013	402	BUSHENYI	DEPUTY HEADTEACHER	Boys day and boarding	5.0	10.0		15.0		
2013	402	BUSHENYI	DEPUTY HEADTEACHER	Mixed day	6.0	7.0		13.0		
2013	402	BUSHENYI	HEADTEACHER	Mixed boarding	9.0	10.0	0.0	19.0		
2013	402	BUSHENYI	TEACHER LEFT IN CHARGE	Mixed day	6.0	6.0		12.0		
2013	402	BUSHENYI	DEPUTY	Boys day and boarding	8.0	9.0		17.0		
2013	402	BUSHENYI	HEADTEACHER	Mixed day	4.0	3.0		7.0		
2013	402	BUSHENYI	HEADTEACHER	Mixed day	7.0	6.0		13.0		
2013	402	BUSHENYI	h/teacher	Mixed day	6.0	3.0		9.0		
2013	402	BUSHENYI	HEADTEACHER	Mixed day	7.0	3.0	0.0	10.0		
2013	402	BUSHENYI	HEADTEACHER	Mixed day	8.0	8.0	1.0	17.0		
2013	402	BUSHENYI	HEADTEACHER		4.0	6.0	1.0	10.0		
2013	402	BUSHENYI	HEADTEACHER	Mixed day	1.0	7.0		8.0		
